TF1	TF2
ZFP37	ZNF439
ZFP37	ZNF44
ZFP37	ZNF440
ZFP37	ZNF442
ZFP37	ZNF45
ZFP37	ZNF454
ZFP37	ZNF460
ZFP37	ZNF461
ZFP37	ZNF468
ZFP37	ZNF470
ZFP37	ZNF471
ZFP37	ZNF473
ZFP37	ZNF480
ZFP37	ZNF484
ZFP37	ZNF490
ZFP37	ZNF492
ZFP37	ZNF506
ZFP37	ZNF510
ZFP37	ZNF513
ZFP37	ZNF514
ZFP37	ZNF517
ZFP37	ZNF527
ZFP37	ZNF528
ZFP37	ZNF529
ZFP37	ZNF530
ZFP37	ZNF534
ZFP37	ZNF543
ZFP37	ZNF548
ZFP37	ZNF549
ZFP37	ZNF554
ZFP37	ZNF555
ZFP37	ZNF557
ZFP37	ZNF558
ZFP37	ZNF560
ZFP37	ZNF562
ZFP37	ZNF563
ZFP37	ZNF564
ZFP37	ZNF565
ZFP37	ZNF567
ZFP37	ZNF568
ZFP37	ZNF569
ZFP37	ZNF57
ZFP37	ZNF571
ZFP37	ZNF583
ZFP37	ZNF584
ZFP37	ZNF585A
ZFP37	ZNF587
ZFP37	ZNF599
ZFP37	ZNF600
ZFP37	ZNF605
ZFP37	ZNF606
ZFP37	ZNF607
ZFP37	ZNF610
ZFP37	ZNF611
ZFP37	ZNF613
ZFP37	ZNF614
ZFP37	ZNF616
ZFP37	ZNF619
ZFP37	ZNF621
ZFP37	ZNF623
ZFP37	ZNF624
ZFP37	ZNF627
ZFP37	ZNF649
ZFP37	ZNF658
ZFP37	ZNF662
ZFP37	ZNF665
ZFP37	ZNF667
ZFP37	ZNF669
ZFP37	ZNF674
ZFP37	ZNF675
ZFP37	ZNF676
ZFP37	ZNF677
ZFP37	ZNF679
ZFP37	ZNF684
ZFP37	ZNF689
ZFP37	ZNF699
ZFP37	ZNF7
ZFP37	ZNF700
ZFP37	ZNF708
ZFP37	ZNF714
ZFP37	ZNF716
ZFP37	ZNF721
ZFP37	ZNF726
ZFP37	ZNF729
ZFP37	ZNF749
ZFP37	ZNF764
ZFP37	ZNF766
ZFP37	ZNF768
ZFP37	ZNF77
ZFP37	ZNF780B
ZFP37	ZNF782
ZFP37	ZNF790
ZFP37	ZNF791
ZFP37	ZNF792
ZFP37	ZNF793
ZFP37	ZNF8
ZFP37	ZNF813
ZFP37	ZNF814
ZFP37	ZNF823
ZFP37	ZNF829
ZFP37	ZNF836
ZFP37	ZNF841
ZFP37	ZNF845
ZFP37	ZNF860
ZFP37	ZNF879
ZFP37	ZNF91
ZFP37	ZNF93
ZFP37	ZNF98
ZFP37	ZNF99
ZFP69	ZFP90
ZFP69	ZIM3
ZFP69	ZNF107
ZFP69	ZNF12
ZFP69	ZNF132
ZFP69	ZNF133
ZFP69	ZNF14
ZFP69	ZNF140
ZFP69	ZNF154
ZFP69	ZNF155
ZFP69	ZNF157
ZFP69	ZNF160
ZFP69	ZNF17
ZFP69	ZNF175
ZFP69	ZNF177
ZFP69	ZNF182
ZFP69	ZNF184
ZFP69	ZNF195
ZFP69	ZNF2
ZFP69	ZNF205
ZFP69	ZNF208
ZFP69	ZNF214
ZFP69	ZNF221
ZFP69	ZNF225
ZFP69	ZNF226
ZFP69	ZNF227
ZFP69	ZNF23
ZFP69	ZNF230
ZFP69	ZNF233
ZFP69	ZNF234
ZFP69	ZNF235
ZFP69	ZNF25
ZFP69	ZNF250
ZFP69	ZNF251
ZFP69	ZNF256
ZFP69	ZNF257
ZFP69	ZNF263
ZFP69	ZNF264
ZFP69	ZNF267
ZFP69	ZNF268
ZFP69	ZNF273
ZFP69	ZNF283
ZFP69	ZNF284
ZFP69	ZNF292
ZFP69	ZNF30
ZFP69	ZNF311
ZFP69	ZNF317
ZFP69	ZNF324
ZFP69	ZNF324B
ZFP69	ZNF331
ZFP69	ZNF337
ZFP69	ZNF33A
ZFP69	ZNF33B
ZFP69	ZNF34
ZFP69	ZNF347
ZFP69	ZNF350
ZFP69	ZNF354A
ZFP69	ZNF354B
ZFP69	ZNF354C
ZFP69	ZNF37A
ZFP69	ZNF382
ZFP69	ZNF383
ZFP69	ZNF404
ZFP69	ZNF416
ZFP69	ZNF420
ZFP69	ZNF425
ZFP69	ZNF426
ZFP69	ZNF429
ZFP69	ZNF431
ZFP69	ZNF432
ZFP69	ZNF433
ZFP69	ZNF436
ZFP69	ZNF439
ZFP69	ZNF44
ZFP69	ZNF440
ZFP69	ZNF442
ZFP69	ZNF45
ZFP69	ZNF454
ZFP69	ZNF460
ZFP69	ZNF461
ZFP69	ZNF468
ZFP69	ZNF470
ZFP69	ZNF471
ZFP69	ZNF473
ZFP69	ZNF480
ZFP69	ZNF484
ZFP69	ZNF490
ZFP69	ZNF492
ZFP69	ZNF506
ZFP69	ZNF510
ZFP69	ZNF513
ZFP69	ZNF514
ZFP69	ZNF517
ZFP69	ZNF527
ZFP69	ZNF528
ZFP69	ZNF529
ZFP69	ZNF530
ZFP69	ZNF534
ZFP69	ZNF543
ZFP69	ZNF548
ZFP69	ZNF549
ZFP69	ZNF554
ZFP69	ZNF555
ZFP69	ZNF557
ZFP69	ZNF558
ZFP69	ZNF560
ZFP69	ZNF562
ZFP69	ZNF563
ZFP69	ZNF564
ZFP69	ZNF565
ZFP69	ZNF567
ZFP69	ZNF568
ZFP69	ZNF569
ZFP69	ZNF57
ZFP69	ZNF571
ZFP69	ZNF583
ZFP69	ZNF584
ZFP69	ZNF585A
ZFP69	ZNF587
ZFP69	ZNF599
ZFP69	ZNF600
ZFP69	ZNF605
ZFP69	ZNF606
ZFP69	ZNF607
ZFP69	ZNF610
ZFP69	ZNF611
ZFP69	ZNF613
ZFP69	ZNF614
ZFP69	ZNF616
ZFP69	ZNF619
ZFP69	ZNF621
ZFP69	ZNF623
ZFP69	ZNF624
ZFP69	ZNF627
ZFP69	ZNF649
ZFP69	ZNF658
ZFP69	ZNF662
ZFP69	ZNF665
ZFP69	ZNF667
ZFP69	ZNF669
ZFP69	ZNF674
ZFP69	ZNF675
ZFP69	ZNF676
ZFP69	ZNF677
ZFP69	ZNF679
ZFP69	ZNF684
ZFP69	ZNF689
ZFP69	ZNF699
ZFP69	ZNF7
ZFP69	ZNF700
ZFP69	ZNF708
ZFP69	ZNF714
ZFP69	ZNF716
ZFP69	ZNF721
ZFP69	ZNF726
ZFP69	ZNF729
ZFP69	ZNF749
ZFP69	ZNF764
ZFP69	ZNF766
ZFP69	ZNF768
ZFP69	ZNF77
ZFP69	ZNF780B
ZFP69	ZNF782
ZFP69	ZNF790
ZFP69	ZNF791
ZFP69	ZNF792
ZFP69	ZNF793
ZFP69	ZNF8
ZFP69	ZNF813
ZFP69	ZNF814
ZFP69	ZNF823
ZFP69	ZNF829
ZFP69	ZNF836
ZFP69	ZNF841
ZFP69	ZNF845
ZFP69	ZNF860
ZFP69	ZNF879
ZFP69	ZNF91
ZFP69	ZNF93
ZFP69	ZNF98
ZFP69	ZNF99
ZFP90	ZIM3
ZFP90	ZNF107
ZFP90	ZNF12
ZFP90	ZNF132
ZFP90	ZNF133
ZFP90	ZNF14
ZFP90	ZNF140
ZFP90	ZNF154
ZFP90	ZNF155
ZFP90	ZNF157
ZFP90	ZNF160
ZFP90	ZNF17
ZFP90	ZNF175
ZFP90	ZNF177
ZFP90	ZNF182
ZFP90	ZNF184
ZFP90	ZNF195
ZFP90	ZNF2
ZFP90	ZNF205
ZFP90	ZNF208
ZFP90	ZNF214
ZFP90	ZNF221
ZFP90	ZNF225
ZFP90	ZNF226
ZFP90	ZNF227
ZFP90	ZNF23
ZFP90	ZNF230
ZFP90	ZNF233
ZFP90	ZNF234
ZFP90	ZNF235
ZFP90	ZNF25
ZFP90	ZNF250
ZFP90	ZNF251
ZFP90	ZNF256
ZFP90	ZNF257
ZFP90	ZNF263
ZFP90	ZNF264
ZFP90	ZNF267
ZFP90	ZNF268
ZFP90	ZNF273
ZFP90	ZNF283
ZFP90	ZNF284
ZFP90	ZNF292
ZFP90	ZNF30
ZFP90	ZNF311
ZFP90	ZNF317
ZFP90	ZNF324
ZFP90	ZNF324B
ZFP90	ZNF331
ZFP90	ZNF337
ZFP90	ZNF33A
ZFP90	ZNF33B
ZFP90	ZNF34
ZFP90	ZNF347
ZFP90	ZNF350
ZFP90	ZNF354A
ZFP90	ZNF354B
ZFP90	ZNF354C
ZFP90	ZNF37A
ZFP90	ZNF382
ZFP90	ZNF383
ZFP90	ZNF404
ZFP90	ZNF416
ZFP90	ZNF420
ZFP90	ZNF425
ZFP90	ZNF426
ZFP90	ZNF429
ZFP90	ZNF431
ZFP90	ZNF432
ZFP90	ZNF433
ZFP90	ZNF436
ZFP90	ZNF439
ZFP90	ZNF44
ZFP90	ZNF440
ZFP90	ZNF442
ZFP90	ZNF45
ZFP90	ZNF454
ZFP90	ZNF460
ZFP90	ZNF461
ZFP90	ZNF468
ZFP90	ZNF470
ZFP90	ZNF471
ZFP90	ZNF473
ZFP90	ZNF480
ZFP90	ZNF484
ZFP90	ZNF490
ZFP90	ZNF492
ZFP90	ZNF506
ZFP90	ZNF510
ZFP90	ZNF513
ZFP90	ZNF514
ZFP90	ZNF517
ZFP90	ZNF527
ZFP90	ZNF528
ZFP90	ZNF529
ZFP90	ZNF530
ZFP90	ZNF534
ZFP90	ZNF543
ZFP90	ZNF548
ZFP90	ZNF549
ZFP90	ZNF554
ZFP90	ZNF555
ZFP90	ZNF557
ZFP90	ZNF558
ZFP90	ZNF560
ZFP90	ZNF562
ZFP90	ZNF563
ZFP90	ZNF564
ZFP90	ZNF565
ZFP90	ZNF567
ZFP90	ZNF568
ZFP90	ZNF569
ZFP90	ZNF57
ZFP90	ZNF571
ZFP90	ZNF583
ZFP90	ZNF584
ZFP90	ZNF585A
ZFP90	ZNF587
ZFP90	ZNF599
ZFP90	ZNF600
ZFP90	ZNF605
ZFP90	ZNF606
ZFP90	ZNF607
ZFP90	ZNF610
ZFP90	ZNF611
ZFP90	ZNF613
ZFP90	ZNF614
ZFP90	ZNF616
ZFP90	ZNF619
ZFP90	ZNF621
ZFP90	ZNF623
ZFP90	ZNF624
ZFP90	ZNF627
ZFP90	ZNF649
ZFP90	ZNF658
ZFP90	ZNF662
ZFP90	ZNF665
ZFP90	ZNF667
ZFP90	ZNF669
ZFP90	ZNF674
ZFP90	ZNF675
ZFP90	ZNF676
ZFP90	ZNF677
ZFP90	ZNF679
ZFP90	ZNF684
ZFP90	ZNF689
ZFP90	ZNF699
ZFP90	ZNF7
ZFP90	ZNF700
ZFP90	ZNF708
ZFP90	ZNF714
ZFP90	ZNF716
ZFP90	ZNF721
ZFP90	ZNF726
ZFP90	ZNF729
ZFP90	ZNF749
ZFP90	ZNF764
ZFP90	ZNF766
ZFP90	ZNF768
ZFP90	ZNF77
ZFP90	ZNF780B
ZFP90	ZNF782
ZFP90	ZNF790
ZFP90	ZNF791
ZFP90	ZNF792
ZFP90	ZNF793
ZFP90	ZNF8
ZFP90	ZNF813
ZFP90	ZNF814
ZFP90	ZNF823
ZFP90	ZNF829
ZFP90	ZNF836
ZFP90	ZNF841
ZFP90	ZNF845
ZFP90	ZNF860
ZFP90	ZNF879
ZFP90	ZNF91
ZFP90	ZNF93
ZFP90	ZNF98
ZFP90	ZNF99
ZHX1	ZNF33B
ZIC1	ZIC2
ZIC4	ZNF598
ZIM3	ZNF107
ZIM3	ZNF12
ZIM3	ZNF132
ZIM3	ZNF133
ZIM3	ZNF14
ZIM3	ZNF140
ZIM3	ZNF154
ZIM3	ZNF155
ZIM3	ZNF157
ZIM3	ZNF160
ZIM3	ZNF17
ZIM3	ZNF175
ZIM3	ZNF177
ZIM3	ZNF182
ZIM3	ZNF184
ZIM3	ZNF195
ZIM3	ZNF2
ZIM3	ZNF205
ZIM3	ZNF208
ZIM3	ZNF214
ZIM3	ZNF221
ZIM3	ZNF225
ZIM3	ZNF226
ZIM3	ZNF227
ZIM3	ZNF23
ZIM3	ZNF230
ZIM3	ZNF233
ZIM3	ZNF234
ZIM3	ZNF235
ZIM3	ZNF25
ZIM3	ZNF250
ZIM3	ZNF251
ZIM3	ZNF256
ZIM3	ZNF257
ZIM3	ZNF263
ZIM3	ZNF264
ZIM3	ZNF267
ZIM3	ZNF268
ZIM3	ZNF273
ZIM3	ZNF283
ZIM3	ZNF284
ZIM3	ZNF292
ZIM3	ZNF30
ZIM3	ZNF311
ZIM3	ZNF317
ZIM3	ZNF324
ZIM3	ZNF324B
ZIM3	ZNF331
ZIM3	ZNF337
ZIM3	ZNF33A
ZIM3	ZNF33B
ZIM3	ZNF34
ZIM3	ZNF347
ZIM3	ZNF350
ZIM3	ZNF354A
ZIM3	ZNF354B
ZIM3	ZNF354C
ZIM3	ZNF37A
ZIM3	ZNF382
ZIM3	ZNF383
ZIM3	ZNF404
ZIM3	ZNF416
ZIM3	ZNF420
ZIM3	ZNF425
ZIM3	ZNF426
ZIM3	ZNF429
ZIM3	ZNF431
ZIM3	ZNF432
ZIM3	ZNF433
ZIM3	ZNF436
ZIM3	ZNF439
ZIM3	ZNF44
ZIM3	ZNF440
ZIM3	ZNF442
ZIM3	ZNF45
ZIM3	ZNF454
ZIM3	ZNF460
ZIM3	ZNF461
ZIM3	ZNF468
ZIM3	ZNF470
ZIM3	ZNF471
ZIM3	ZNF473
ZIM3	ZNF480
ZIM3	ZNF484
ZIM3	ZNF490
ZIM3	ZNF492
ZIM3	ZNF506
ZIM3	ZNF510
ZIM3	ZNF513
ZIM3	ZNF514
ZIM3	ZNF517
ZIM3	ZNF527
ZIM3	ZNF528
ZIM3	ZNF529
ZIM3	ZNF530
ZIM3	ZNF534
ZIM3	ZNF543
ZIM3	ZNF548
ZIM3	ZNF549
ZIM3	ZNF554
ZIM3	ZNF555
ZIM3	ZNF557
ZIM3	ZNF558
ZIM3	ZNF560
ZIM3	ZNF562
ZIM3	ZNF563
ZIM3	ZNF564
ZIM3	ZNF565
ZIM3	ZNF567
ZIM3	ZNF568
ZIM3	ZNF569
ZIM3	ZNF57
ZIM3	ZNF571
ZIM3	ZNF583
ZIM3	ZNF584
ZIM3	ZNF585A
ZIM3	ZNF587
ZIM3	ZNF599
ZIM3	ZNF600
ZIM3	ZNF605
ZIM3	ZNF606
ZIM3	ZNF607
ZIM3	ZNF610
ZIM3	ZNF611
ZIM3	ZNF613
ZIM3	ZNF614
ZIM3	ZNF616
ZIM3	ZNF619
ZIM3	ZNF621
ZIM3	ZNF623
ZIM3	ZNF624
ZIM3	ZNF627
ZIM3	ZNF649
ZIM3	ZNF658
ZIM3	ZNF662
ZIM3	ZNF665
ZIM3	ZNF667
ZIM3	ZNF669
ZIM3	ZNF674
ZIM3	ZNF675
ZIM3	ZNF676
ZIM3	ZNF677
ZIM3	ZNF679
ZIM3	ZNF684
ZIM3	ZNF689
ZIM3	ZNF699
ZIM3	ZNF7
ZIM3	ZNF700
ZIM3	ZNF708
ZIM3	ZNF714
ZIM3	ZNF716
ZIM3	ZNF721
ZIM3	ZNF726
ZIM3	ZNF729
ZIM3	ZNF749
ZIM3	ZNF764
ZIM3	ZNF766
ZIM3	ZNF768
ZIM3	ZNF77
ZIM3	ZNF780B
ZIM3	ZNF782
ZIM3	ZNF790
ZIM3	ZNF791
ZIM3	ZNF792
ZIM3	ZNF793
ZIM3	ZNF8
ZIM3	ZNF813
ZIM3	ZNF814
ZIM3	ZNF823
ZIM3	ZNF829
ZIM3	ZNF836
ZIM3	ZNF841
ZIM3	ZNF845
ZIM3	ZNF860
ZIM3	ZNF879
ZIM3	ZNF91
ZIM3	ZNF93
ZIM3	ZNF98
ZIM3	ZNF99
ZKSCAN5	ZSCAN1
ZNF107	ZNF12
ZNF107	ZNF132
ZNF107	ZNF133
ZNF107	ZNF14
ZNF107	ZNF140
ZNF107	ZNF154
ZNF107	ZNF155
ZNF107	ZNF157
ZNF107	ZNF160
ZNF107	ZNF17
ZNF107	ZNF175
ZNF107	ZNF177
ZNF107	ZNF182
ZNF107	ZNF184
ZNF107	ZNF195
ZNF107	ZNF2
ZNF107	ZNF205
ZNF107	ZNF208
ZNF107	ZNF214
ZNF107	ZNF221
ZNF107	ZNF225
ZNF107	ZNF226
ZNF107	ZNF227
ZNF107	ZNF23
ZNF107	ZNF230
ZNF107	ZNF233
ZNF107	ZNF234
ZNF107	ZNF235
ZNF107	ZNF25
ZNF107	ZNF250
ZNF107	ZNF251
ZNF107	ZNF256
ZNF107	ZNF257
ZNF107	ZNF263
ZNF107	ZNF264
ZNF107	ZNF267
ZNF107	ZNF268
ZNF107	ZNF273
ZNF107	ZNF283
ZNF107	ZNF284
ZNF107	ZNF292
ZNF107	ZNF30
ZNF107	ZNF311
ZNF107	ZNF317
ZNF107	ZNF324
ZNF107	ZNF331
ZNF107	ZNF337
ZNF107	ZNF33A
ZNF107	ZNF33B
ZNF107	ZNF34
ZNF107	ZNF347
ZNF107	ZNF350
ZNF107	ZNF354A
ZNF107	ZNF354B
ZNF107	ZNF354C
ZNF107	ZNF37A
ZNF107	ZNF382
ZNF107	ZNF383
ZNF107	ZNF404
ZNF107	ZNF416
ZNF107	ZNF420
ZNF107	ZNF425
ZNF107	ZNF426
ZNF107	ZNF429
ZNF107	ZNF431
ZNF107	ZNF432
ZNF107	ZNF433
ZNF107	ZNF436
ZNF107	ZNF439
ZNF107	ZNF44
ZNF107	ZNF440
ZNF107	ZNF442
ZNF107	ZNF45
ZNF107	ZNF454
ZNF107	ZNF460
ZNF107	ZNF461
ZNF107	ZNF468
ZNF107	ZNF470
ZNF107	ZNF471
ZNF107	ZNF473
ZNF107	ZNF480
ZNF107	ZNF484
ZNF107	ZNF490
ZNF107	ZNF492
ZNF107	ZNF506
ZNF107	ZNF510
ZNF107	ZNF513
ZNF107	ZNF514
ZNF107	ZNF517
ZNF107	ZNF527
ZNF107	ZNF528
ZNF107	ZNF529
ZNF107	ZNF530
ZNF107	ZNF534
ZNF107	ZNF543
ZNF107	ZNF548
ZNF107	ZNF549
ZNF107	ZNF554
ZNF107	ZNF555
ZNF107	ZNF557
ZNF107	ZNF558
ZNF107	ZNF560
ZNF107	ZNF562
ZNF107	ZNF563
ZNF107	ZNF564
ZNF107	ZNF565
ZNF107	ZNF567
ZNF107	ZNF568
ZNF107	ZNF569
ZNF107	ZNF57
ZNF107	ZNF571
ZNF107	ZNF583
ZNF107	ZNF584
ZNF107	ZNF585A
ZNF107	ZNF587
ZNF107	ZNF599
ZNF107	ZNF600
ZNF107	ZNF605
ZNF107	ZNF606
ZNF107	ZNF607
ZNF107	ZNF610
ZNF107	ZNF611
ZNF107	ZNF613
ZNF107	ZNF614
ZNF107	ZNF616
ZNF107	ZNF619
ZNF107	ZNF621
ZNF107	ZNF623
ZNF107	ZNF624
ZNF107	ZNF627
ZNF107	ZNF649
ZNF107	ZNF658
ZNF107	ZNF662
ZNF107	ZNF665
ZNF107	ZNF667
ZNF107	ZNF669
ZNF107	ZNF674
ZNF107	ZNF675
ZNF107	ZNF676
ZNF107	ZNF677
ZNF107	ZNF679
ZNF107	ZNF684
ZNF107	ZNF689
ZNF107	ZNF699
ZNF107	ZNF7
ZNF107	ZNF700
ZNF107	ZNF708
ZNF107	ZNF714
ZNF107	ZNF716
ZNF107	ZNF721
ZNF107	ZNF726
ZNF107	ZNF729
ZNF107	ZNF749
ZNF107	ZNF764
ZNF107	ZNF766
ZNF107	ZNF768
ZNF107	ZNF77
ZNF107	ZNF780B
ZNF107	ZNF782
ZNF107	ZNF790
ZNF107	ZNF791
ZNF107	ZNF792
ZNF107	ZNF793
ZNF107	ZNF8
ZNF107	ZNF813
ZNF107	ZNF814
ZNF107	ZNF823
ZNF107	ZNF829
ZNF107	ZNF836
ZNF107	ZNF841
ZNF107	ZNF845
ZNF107	ZNF860
ZNF107	ZNF879
ZNF107	ZNF91
ZNF107	ZNF93
ZNF107	ZNF98
ZNF107	ZNF99
ZNF12	ZNF132
ZNF12	ZNF133
ZNF12	ZNF14
ZNF12	ZNF140
ZNF12	ZNF154
ZNF12	ZNF155
ZNF12	ZNF157
ZNF12	ZNF160
ZNF12	ZNF17
ZNF12	ZNF175
ZNF12	ZNF177
ZNF12	ZNF182
ZNF12	ZNF184
ZNF12	ZNF195
ZNF12	ZNF2
ZNF12	ZNF205
ZNF12	ZNF208
ZNF12	ZNF214
ZNF12	ZNF221
ZNF12	ZNF225
ZNF12	ZNF226
ZNF12	ZNF227
ZNF12	ZNF23
ZNF12	ZNF230
ZNF12	ZNF233
ZNF12	ZNF234
ZNF12	ZNF235
ZNF12	ZNF25
ZNF12	ZNF250
ZNF12	ZNF251
ZNF12	ZNF256
ZNF12	ZNF257
ZNF12	ZNF264
ZNF12	ZNF267
ZNF12	ZNF268
ZNF12	ZNF273
ZNF12	ZNF283
ZNF12	ZNF284
ZNF12	ZNF30
ZNF12	ZNF311
ZNF12	ZNF317
ZNF12	ZNF324
ZNF12	ZNF324B
ZNF12	ZNF331
ZNF12	ZNF337
ZNF12	ZNF33A
ZNF12	ZNF33B
ZNF12	ZNF34
ZNF12	ZNF347
ZNF12	ZNF350
ZNF12	ZNF354A
ZNF12	ZNF354B
ZNF12	ZNF354C
ZNF12	ZNF37A
ZNF12	ZNF382
ZNF12	ZNF383
ZNF12	ZNF404
ZNF12	ZNF416
ZNF12	ZNF420
ZNF12	ZNF425
ZNF12	ZNF426
ZNF12	ZNF429
ZNF12	ZNF431
ZNF12	ZNF432
ZNF12	ZNF433
ZNF12	ZNF436
ZNF12	ZNF439
ZNF12	ZNF44
ZNF12	ZNF440
ZNF12	ZNF442
ZNF12	ZNF45
ZNF12	ZNF454
ZNF12	ZNF460
ZNF12	ZNF461
ZNF12	ZNF468
ZNF12	ZNF470
ZNF12	ZNF471
ZNF12	ZNF473
ZNF12	ZNF480
ZNF12	ZNF484
ZNF12	ZNF490
ZNF12	ZNF492
ZNF12	ZNF506
ZNF12	ZNF510
ZNF12	ZNF514
ZNF12	ZNF517
ZNF12	ZNF527
ZNF12	ZNF528
ZNF12	ZNF529
ZNF12	ZNF530
ZNF12	ZNF534
ZNF12	ZNF543
ZNF12	ZNF548
ZNF12	ZNF549
ZNF12	ZNF554
ZNF12	ZNF555
ZNF12	ZNF557
ZNF12	ZNF558
ZNF12	ZNF560
ZNF12	ZNF562
ZNF12	ZNF563
ZNF12	ZNF564
ZNF12	ZNF565
ZNF12	ZNF567
ZNF12	ZNF568
ZNF12	ZNF569
ZNF12	ZNF57
ZNF12	ZNF571
ZNF12	ZNF583
ZNF12	ZNF584
ZNF12	ZNF585A
ZNF12	ZNF587
ZNF12	ZNF599
ZNF12	ZNF600
ZNF12	ZNF605
ZNF12	ZNF606
ZNF12	ZNF607
ZNF12	ZNF610
ZNF12	ZNF611
ZNF12	ZNF613
ZNF12	ZNF614
ZNF12	ZNF616
ZNF12	ZNF619
ZNF12	ZNF621
ZNF12	ZNF623
ZNF12	ZNF624
ZNF12	ZNF649
ZNF12	ZNF658
ZNF12	ZNF662
ZNF12	ZNF665
ZNF12	ZNF667
ZNF12	ZNF669
ZNF12	ZNF674
ZNF12	ZNF675
ZNF12	ZNF676
ZNF12	ZNF677
ZNF12	ZNF679
ZNF12	ZNF684
ZNF12	ZNF689
ZNF12	ZNF699
ZNF12	ZNF7
ZNF12	ZNF700
ZNF12	ZNF708
ZNF12	ZNF714
ZNF12	ZNF716
ZNF12	ZNF721
ZNF12	ZNF726
ZNF12	ZNF729
ZNF12	ZNF749
ZNF12	ZNF764
ZNF12	ZNF766
ZNF12	ZNF768
ZNF12	ZNF77
ZNF12	ZNF780B
ZNF12	ZNF782
ZNF12	ZNF790
ZNF12	ZNF791
ZNF12	ZNF792
ZNF12	ZNF793
ZNF12	ZNF8
ZNF12	ZNF813
ZNF12	ZNF814
ZNF12	ZNF823
ZNF12	ZNF829
ZNF12	ZNF836
ZNF12	ZNF841
ZNF12	ZNF845
ZNF12	ZNF860
ZNF12	ZNF879
ZNF12	ZNF91
ZNF12	ZNF93
ZNF12	ZNF98
ZNF12	ZNF99
ZNF121	ZNF281
ZNF132	ZNF133
ZNF132	ZNF14
ZNF132	ZNF140
ZNF132	ZNF154
ZNF132	ZNF155
ZNF132	ZNF157
ZNF132	ZNF160
ZNF132	ZNF17
ZNF132	ZNF175
ZNF132	ZNF177
ZNF132	ZNF182
ZNF132	ZNF184
ZNF132	ZNF195
ZNF132	ZNF2
ZNF132	ZNF205
ZNF132	ZNF208
ZNF132	ZNF214
ZNF132	ZNF221
ZNF132	ZNF225
ZNF132	ZNF226
ZNF132	ZNF227
ZNF132	ZNF23
ZNF132	ZNF230
ZNF132	ZNF233
ZNF132	ZNF234
ZNF132	ZNF235
ZNF132	ZNF25
ZNF132	ZNF250
ZNF132	ZNF251
ZNF132	ZNF256
ZNF132	ZNF257
ZNF132	ZNF263
ZNF132	ZNF264
ZNF132	ZNF267
ZNF132	ZNF268
ZNF132	ZNF273
ZNF132	ZNF283
ZNF132	ZNF284
ZNF132	ZNF292
ZNF132	ZNF30
ZNF132	ZNF311
ZNF132	ZNF317
ZNF132	ZNF324
ZNF132	ZNF324B
ZNF132	ZNF331
ZNF132	ZNF337
ZNF132	ZNF33A
ZNF132	ZNF33B
ZNF132	ZNF34
ZNF132	ZNF347
ZNF132	ZNF350
ZNF132	ZNF354A
ZNF132	ZNF354B
ZNF132	ZNF354C
ZNF132	ZNF37A
ZNF132	ZNF382
ZNF132	ZNF383
ZNF132	ZNF404
ZNF132	ZNF416
ZNF132	ZNF420
ZNF132	ZNF425
ZNF132	ZNF426
ZNF132	ZNF429
ZNF132	ZNF431
ZNF132	ZNF432
ZNF132	ZNF433
ZNF132	ZNF436
ZNF132	ZNF439
ZNF132	ZNF44
ZNF132	ZNF440
ZNF132	ZNF442
ZNF132	ZNF45
ZNF132	ZNF454
ZNF132	ZNF460
ZNF132	ZNF461
ZNF132	ZNF468
ZNF132	ZNF470
ZNF132	ZNF471
ZNF132	ZNF473
ZNF132	ZNF480
ZNF132	ZNF484
ZNF132	ZNF490
ZNF132	ZNF492
ZNF132	ZNF506
ZNF132	ZNF510
ZNF132	ZNF513
ZNF132	ZNF514
ZNF132	ZNF517
ZNF132	ZNF527
ZNF132	ZNF528
ZNF132	ZNF529
ZNF132	ZNF530
ZNF132	ZNF534
ZNF132	ZNF543
ZNF132	ZNF548
ZNF132	ZNF549
ZNF132	ZNF554
ZNF132	ZNF555
ZNF132	ZNF557
ZNF132	ZNF558
ZNF132	ZNF560
ZNF132	ZNF562
ZNF132	ZNF563
ZNF132	ZNF564
ZNF132	ZNF565
ZNF132	ZNF567
ZNF132	ZNF568
ZNF132	ZNF569
ZNF132	ZNF57
ZNF132	ZNF571
ZNF132	ZNF583
ZNF132	ZNF584
ZNF132	ZNF585A
ZNF132	ZNF587
ZNF132	ZNF599
ZNF132	ZNF600
ZNF132	ZNF605
ZNF132	ZNF606
ZNF132	ZNF607
ZNF132	ZNF610
ZNF132	ZNF611
ZNF132	ZNF613
ZNF132	ZNF614
ZNF132	ZNF616
ZNF132	ZNF619
ZNF132	ZNF621
ZNF132	ZNF623
ZNF132	ZNF624
ZNF132	ZNF627
ZNF132	ZNF649
ZNF132	ZNF658
ZNF132	ZNF662
ZNF132	ZNF665
ZNF132	ZNF667
ZNF132	ZNF669
ZNF132	ZNF674
ZNF132	ZNF675
ZNF132	ZNF676
ZNF132	ZNF677
ZNF132	ZNF679
ZNF132	ZNF684
ZNF132	ZNF689
ZNF132	ZNF699
ZNF132	ZNF7
ZNF132	ZNF700
ZNF132	ZNF708
ZNF132	ZNF714
ZNF132	ZNF716
ZNF132	ZNF721
ZNF132	ZNF726
ZNF132	ZNF729
ZNF132	ZNF749
ZNF132	ZNF764
ZNF132	ZNF766
ZNF132	ZNF768
ZNF132	ZNF77
