TF1	TF2
MEF2A	NFATC4
MEF2A	NKX2-5
MEF2A	PITX2
MEF2A	RUNX3
MEF2A	SOX2
MEF2A	SOX5
MEF2A	SP7
MEF2A	TBP
MEF2A	TBX5
MEF2A	TCF12
MEF2A	TCF3
MEF2A	TCF4
MEF2A	TCF7
MEF2A	THRA
MEF2B	MEF2C
MEF2B	MEF2D
MEF2B	MYF5
MEF2B	MYF6
MEF2B	MYOD1
MEF2B	MYOG
MEF2B	NFATC1
MEF2B	NFATC2
MEF2B	NFATC3
MEF2B	NFATC4
MEF2B	NKX2-5
MEF2B	TCF12
MEF2B	TCF3
MEF2B	TCF4
MEF2C	MEIS2
MEF2C	MESP1
MEF2C	MYC
MEF2C	MYF5
MEF2C	MYF6
MEF2C	MYOD1
MEF2C	MYOG
MEF2C	NCOA2
MEF2C	NKX2-5
MEF2C	NR1H3
MEF2C	NR2F2
MEF2C	PAX5
MEF2C	PPARD
MEF2C	RUNX3
MEF2C	SMAD3
MEF2C	SMAD5
MEF2C	SOX17
MEF2C	SOX18
MEF2C	SOX2
MEF2C	SOX9
MEF2C	SP1
MEF2C	TBX5
MEF2C	TCF12
MEF2C	TCF3
MEF2C	TCF4
MEF2C	TEAD1
MEF2C	TWIST1
MEF2C	TWIST2
MEF2C	ZFPM2
MEF2D	MYF5
MEF2D	MYF6
MEF2D	MYOD1
MEF2D	MYOG
MEF2D	NFATC1
MEF2D	NFATC2
MEF2D	NFATC3
MEF2D	NFATC4
MEF2D	PBX1
MEF2D	POU6F1
MEF2D	SP1
MEF2D	SRF
MEF2D	TCF12
MEF2D	TCF3
MEF2D	TCF4
MEIS1	MEIS2
MEIS1	PBX1
MEIS1	PBX2
MEIS1	PBX3
MEIS1	PBX4
MEIS1	SRF
MEIS1	TBX20
MEIS1	TLX1
MEIS1	ZBTB7B
MEIS2	MEIS3
MEIS2	PBX1
MEIS2	PBX2
MEIS2	PBX3
MEIS2	PBX4
MEIS2	PKNOX1
MEIS2	SOX2
MEIS2	SP1
MEIS2	SRF
MEIS2	TBX22
MEIS2	TLX1
MEIS2	TSHZ1
MEIS3	PBX4
MEIS3	SRF
MEOX1	MEOX2
MEOX1	PAX1
MEOX1	PAX3
MEOX1	POU6F1
MEOX2	PAX1
MEOX2	PAX3
MEOX2	PAX9
MEOX2	RELA
MEOX2	TCF15
MEOX2	VEZF1
MEOX2	ZBED4
MEOX2	ZEB2
MEOX2	ZNF404
MEOX2	ZNF695
MESP1	TCF3
MESP2	TCF12
MESP2	TCF3
MESP2	TCF4
MGA	MLX
MGA	MXD1
MGA	MYC
MGA	PCGF2
MGA	PCGF6
MGA	PHF20
MGA	TFDP1
MGA	TFDP2
MGA	TP53
MGA	ZBTB38
MGA	ZBTB7A
MGA	ZNF692
MITF	NFATC1
MITF	PATZ1
MITF	PAX6
MITF	RBPJ
MITF	SOX10
MITF	SOX2
MITF	SP7
MITF	SPI1
MITF	TFE3
MITF	TFEB
MITF	TFEC
MKX	SMAD3
MKX	SRF
MKX	TBP
MLX	MLXIP
MLX	MLXIPL
MLX	MNT
MLX	MXD1
MLX	MXD4
MLX	ZBTB32
MLXIP	MLXIPL
MLXIP	MYC
MLXIP	MYCN
MLXIPL	MXD4
MLXIPL	MYOD1
MLXIPL	NR1H2
MLXIPL	NR1H3
MLXIPL	NR1H4
MLXIPL	PDX1
MNT	MXD1
MNT	MXD3
MNT	MYC
MNT	SOX4
MNT	TWIST1
MNX1	NKX6-1
MNX1	NKX6-2
MSANTD3	SMAD4
MSANTD4	SOX2
MSC	TCF12
MSC	TCF3
MSC	TCF4
MSC	TFCP2
MSGN1	TCF12
MSGN1	TCF3
MSGN1	TCF4
MSX1	MSX2
MSX1	OSR2
MSX1	PAX3
MSX1	PAX9
MSX1	PITX2
MSX1	SIX1
MSX1	SNAI1
MSX1	SP1
MSX1	TBP
MSX1	TP53
MSX1	YBX1
MSX2	OSR2
MSX2	PAX3
MSX2	PITX2
MSX2	POU2F2
MSX2	PRRX1
MSX2	RUNX2
MSX2	SIX1
MSX2	SP3
MSX2	SPEN
MSX2	SRF
MSX2	TBX2
MSX2	TBX3
MSX2	TBX5
MSX2	ZNF703
MTERF1	MYB
MTERF1	MYBL1
MTERF1	MYBL2
MTERF1	ZNF467
MTERF2	MYB
MTERF2	MYBL1
MTERF2	MYBL2
MTERF3	MYB
MTERF3	MYBL1
MTERF3	MYBL2
MTERF3	MYC
MTERF3	MYCN
MTERF3	PBX3
MTERF3	YBX1
MTERF3	ZNF133
MTERF3	ZNF324B
MTERF3	ZNF331
MTERF3	ZNF574
MTERF4	REXO4
MTF1	NKRF
MTF2	MYBL2
MTF2	NR0B1
MTF2	PCGF2
MTF2	PCGF6
MTF2	PHF1
MTF2	YY1
MTF2	YY2
MTF2	ZBTB2
MTF2	ZFP42
MTF2	ZNF512B
MXD1	MXD3
MXD1	MXD4
MXD1	MXI1
MXD1	MYC
MXD1	PCGF6
MXD1	SPDEF
MXD1	TBX15
MXD1	TBX18
MXD1	TFDP1
MXD1	VAX1
MXD3	MXI1
MXD3	NFKB1
MXD4	MYC
MXI1	MYC
MXI1	MYCN
MXI1	RFX1
MXI1	SIX5
MYB	MYC
MYB	NR3C1
MYB	PAX5
MYB	RUNX1
MYB	SKI
MYB	SP100
MYB	SPI1
MYB	STAT5A
MYB	TAL1
MYB	TCF12
MYB	TCF3
MYB	TP53
MYB	ZBTB33
MYB	ZFHX2
MYB	ZFHX3
MYB	ZNF709
MYBL2	MYCL
MYBL2	MYCN
MYBL2	NANOG
MYBL2	NR3C1
MYBL2	PHF1
MYBL2	RARA
MYBL2	SOX2
MYBL2	TEAD2
MYBL2	TP53
MYBL2	ZNF219
MYBL2	ZNF296
MYBL2	ZNF346
MYBL2	ZNF512B
MYBL2	ZSCAN26
MYC	MYCN
MYC	MYOD1
MYC	MZF1
MYC	NCOA1
MYC	NCOA2
MYC	NCOA3
MYC	NFATC1
MYC	NFE2L2
MYC	NFIA
MYC	NFIC
MYC	NFKB1
MYC	NFKB2
MYC	NFYB
MYC	NFYC
MYC	NKRF
MYC	NR2F2
MYC	NR3C1
MYC	PBX3
MYC	PCGF6
MYC	PGR
MYC	PIN1
MYC	POU3F4
MYC	POU5F1
MYC	PPARA
MYC	PPARD
MYC	PRRX1
MYC	PURA
MYC	PURB
MYC	RARA
MYC	RARG
MYC	RBPJ
MYC	REL
MYC	RELA
MYC	REXO4
MYC	RREB1
MYC	RUNX1
MYC	RUNX3
MYC	RXRA
MYC	SAFB
MYC	SAFB2
MYC	SALL1
MYC	SATB1
MYC	SIX2
MYC	SMAD3
MYC	SMAD4
MYC	SNAI2
MYC	SON
MYC	SOX21
MYC	SOX3
MYC	SOX4
MYC	SP1
MYC	SP4
MYC	SP7
MYC	SREBF1
MYC	SREBF2
MYC	STAT1
MYC	STAT3
MYC	TBP
MYC	TBX15
MYC	TBX18
MYC	TCF12
MYC	TCF20
MYC	TCF4
MYC	TCF7L1
MYC	TCF7L2
MYC	TEAD1
MYC	TEAD2
MYC	TET2
MYC	TFAP2A
MYC	TFAP2C
MYC	THYN1
MYC	TP53
MYC	TP63
MYC	TP73
MYC	TSC22D1
MYC	TWIST1
MYC	USF2
MYC	WT1
MYC	YBX1
MYC	YBX3
MYC	YY1
MYC	ZBTB14
MYC	ZBTB16
MYC	ZBTB17
MYC	ZBTB7A
MYC	ZC3H8
MYC	ZFP1
MYC	ZFX
MYC	ZHX1
MYC	ZNF121
MYC	ZNF207
MYC	ZNF22
MYC	ZNF281
MYC	ZNF326
MYC	ZNF346
MYC	ZNF384
MYC	ZNF385A
MYC	ZNF48
MYC	ZNF488
MYC	ZNF512
MYC	ZNF703
MYC	ZNF746
MYC	ZNF787
MYC	ZNF830
MYCL	SMAD4
MYCN	MYOD1
MYCN	MYOG
MYCN	NFATC1
MYCN	NFX1
MYCN	NKRF
MYCN	NME2
MYCN	PBX3
MYCN	PITX2
MYCN	PURA
MYCN	PURB
MYCN	REPIN1
MYCN	REXO4
MYCN	RUNX3
MYCN	SAFB
MYCN	SAFB2
MYCN	SON
MYCN	SOX2
MYCN	SP1
MYCN	SP7
MYCN	STAT5A
MYCN	STAT5B
MYCN	TBP
MYCN	TBPL1
MYCN	TCF12
MYCN	TCF20
MYCN	TCF3
MYCN	TCF4
MYCN	TFAP2B
MYCN	TFAP2D
MYCN	TLX2
MYCN	TP73
MYCN	VEZF1
MYCN	YBX1
MYCN	YBX3
MYCN	YY1
MYCN	ZBTB17
MYCN	ZC3H8
MYCN	ZFX
MYCN	ZKSCAN8
MYCN	ZMAT4
MYCN	ZNF207
MYCN	ZNF22
MYCN	ZNF326
MYCN	ZNF346
MYCN	ZNF358
MYCN	ZNF362
MYCN	ZNF384
MYCN	ZNF385A
MYCN	ZNF48
MYCN	ZNF488
MYCN	ZNF512
MYCN	ZNF512B
MYCN	ZNF609
MYCN	ZNF629
MYCN	ZNF660
MYCN	ZNF664
MYCN	ZNF668
MYCN	ZNF768
MYCN	ZNF771
MYCN	ZNF787
MYCN	ZNF830
MYCN	ZZZ3
MYF5	MYF6
MYF5	MYOG
MYF5	PBX1
MYF5	SCX
MYF5	TCF12
MYF5	TCF3
MYF5	TCF4
MYF6	MYOD1
MYF6	MYOG
MYF6	PBX1
MYF6	PBX2
MYF6	TCF12
MYF6	TCF3
MYF6	TCF4
MYF6	TEAD3
MYOD1	NEUROD1
MYOD1	NFAT5
MYOD1	NR2F2
MYOD1	PAX7
MYOD1	PBX1
MYOD1	PKNOX1
MYOD1	PPARA
MYOD1	RORA
MYOD1	RUNX1
MYOD1	RXRA
MYOD1	SALL2
MYOD1	SMAD3
MYOD1	SP1
MYOD1	SRF
MYOD1	STAT1
MYOD1	STAT3
MYOD1	TBP
MYOD1	TCF12
MYOD1	TCF21
MYOD1	TCF3
MYOD1	TCF4
MYOD1	TEAD4
MYOD1	TP53
MYOD1	TWIST1
MYOD1	YY1
MYOD1	ZFP30
MYOD1	ZNF121
MYOD1	ZNF607
MYOG	NFATC2
MYOG	PBX1
MYOG	SP1
MYOG	SRF
MYOG	TCF12
MYOG	TCF3
MYOG	TCF4
MYPOP	POU5F1
MYT1	PIN1
MYT1L	PHF20
MYT1L	ZFP57
MZF1	NKX2-5
MZF1	ZKSCAN1
MZF1	ZNF174
MZF1	ZNF202
MZF1	ZNF213
MZF1	ZNF24
MZF1	ZSCAN1
NACC2	NR0B1
NACC2	TWIST2
NACC2	ZBTB34
NAIF1	PAX4
NAIF1	RBSN
NAIF1	SOX14
NAIF1	TERF2
NANOG	NANOGP8
NANOG	NR0B1
NANOG	NR5A2
NANOG	OTX2
NANOG	PBX1
NANOG	PCGF2
NANOG	PIN1
NANOG	POU5F1
NANOG	PRDM14
NANOG	PTF1A
NANOG	RARG
NANOG	RHOXF2
NANOG	RUNX3
NANOG	SALL1
NANOG	SALL2
NANOG	SALL3
NANOG	SALL4
NANOG	SATB2
NANOG	SETDB1
NANOG	SMAD1
NANOG	SMAD3
NANOG	SMAD4
NANOG	SOX2
NANOG	SOX21
NANOG	STAT3
NANOG	TBPL2
NANOG	TBX3
NANOG	TCF20
NANOG	TCF4
NANOG	TCF7
NANOG	TCF7L1
NANOG	TEAD2
NANOG	TET1
NANOG	TET2
NANOG	TET3
NANOG	TRERF1
NANOG	WT1
NANOG	YBX1
NANOG	ZGPAT
NANOG	ZIC2
NANOG	ZIC3
NANOG	ZNF148
NANOG	ZNF157
NANOG	ZNF281
NANOG	ZNF467
NANOG	ZNF524
NANOG	ZNF609
NANOG	ZNF865
NANOG	ZSCAN10
NANOGNB	SOX4
NANOGP8	STAT3
NANOGP8	TBX19
NCOA1	NCOA2
NCOA1	NCOA3
NCOA1	NFKB1
NCOA1	NKX2-1
NCOA1	NPAS1
NCOA1	NPAS3
NCOA1	NPAS4
NCOA1	NR1D2
NCOA1	NR1H2
NCOA1	NR1H3
NCOA1	NR1H4
NCOA1	NR1I2
NCOA1	NR1I3
NCOA1	NR2E1
NCOA1	NR2F2
NCOA1	NR2F6
NCOA1	NR3C1
NCOA1	NR3C2
NCOA1	NR4A1
NCOA1	NR4A2
NCOA1	NR5A1
NCOA1	NR5A2
NCOA1	PAX3
NCOA1	PGR
NCOA1	PPARA
NCOA1	PPARD
NCOA1	PPARG
NCOA1	RARA
NCOA1	RARB
NCOA1	RARG
NCOA1	RORA
NCOA1	RORB
NCOA1	RORC
NCOA1	RXRA
NCOA1	RXRB
NCOA1	RXRG
NCOA1	SMAD3
NCOA1	SOX7
NCOA1	SP1
NCOA1	SP7
NCOA1	SRF
NCOA1	STAT3
NCOA1	STAT5A
NCOA1	STAT6
NCOA1	TBP
NCOA1	TEAD1
NCOA1	TEAD2
NCOA1	THRA
NCOA1	THRB
NCOA1	TP53
NCOA1	USF1
NCOA1	USF2
NCOA2	NCOA3
NCOA2	NKX2-1
NCOA2	NPAS1
NCOA2	NPAS3
NCOA2	NPAS4
NCOA2	NR0B1
NCOA2	NR1D2
NCOA2	NR1H2
NCOA2	NR1H3
NCOA2	NR1H4
NCOA2	NR1I2
NCOA2	NR1I3
NCOA2	NR2E1
NCOA2	NR2F1
NCOA2	NR3C1
NCOA2	NR4A1
NCOA2	NR5A1
NCOA2	NR5A2
NCOA2	PGR
NCOA2	PPARA
NCOA2	PPARD
NCOA2	PPARG
NCOA2	RARA
NCOA2	REL
NCOA2	RELA
NCOA2	RORB
NCOA2	RORC
NCOA2	RXRA
NCOA2	RXRB
NCOA2	RXRG
NCOA2	SMAD3
NCOA2	SOX2
NCOA2	SOX7
NCOA2	SP1
NCOA2	SPEN
NCOA2	STAT6
NCOA2	THRA
NCOA2	THRB
NCOA2	TP53
NCOA2	USF1
NCOA2	USF2
NCOA3	NFKB1
NCOA3	NKX2-1
NCOA3	NPAS1
NCOA3	NPAS2
NCOA3	NPAS3
NCOA3	NPAS4
NCOA3	NR1D2
NCOA3	NR1H2
NCOA3	NR1H3
NCOA3	NR1H4
NCOA3	NR1I2
NCOA3	NR1I3
NCOA3	NR2E1
NCOA3	NR2F1
NCOA3	NR2F2
NCOA3	NR3C1
NCOA3	NR4A1
NCOA3	NR5A2
NCOA3	PAX6
NCOA3	PGR
NCOA3	PHF1
NCOA3	PIN1
NCOA3	PPARA
NCOA3	PPARD
NCOA3	PPARG
NCOA3	RARA
NCOA3	RARG
NCOA3	RELA
NCOA3	RFX1
NCOA3	RORB
NCOA3	RORC
NCOA3	RUNX1
NCOA3	RXRA
NCOA3	RXRB
NCOA3	RXRG
NCOA3	SIX1
NCOA3	SMAD3
NCOA3	SOX2
NCOA3	SOX7
NCOA3	SP1
NCOA3	SPEN
NCOA3	STAT6
NCOA3	TBP
NCOA3	THRA
NCOA3	THRB
NCOA3	TP53
NCOA3	USF1
NCOA3	USF2
NCOA3	YY1
NCOA3	ZNF217
NEUROD1	NEUROG3
NEUROD1	NR2E3
NEUROD1	PAX4
NEUROD1	PITX1
NEUROD1	TCF12
NEUROD1	TCF3
NEUROD1	TCF4
NEUROD2	OTX1
NEUROD2	PRDM12
NEUROD2	TCF3
NEUROD4	TCF12
NEUROD4	TCF3
NEUROD6	SATB2
NEUROD6	TBR1
NEUROD6	ZNF609
NEUROG1	NKX2-2
NEUROG1	POU4F1
NEUROG1	PRDM12
NEUROG1	SMAD1
NEUROG1	TCF12
NEUROG1	TCF3
NEUROG1	TCF4
NEUROG2	OLIG2
NEUROG2	POU3F3
NEUROG2	SOX5
NEUROG2	TCF3
NEUROG3	POU5F1
NEUROG3	STAT3
NEUROG3	TCF12
NEUROG3	TCF3
NEUROG3	TCF4
NEUROG3	ZNF100
NEUROG3	ZNF430
NEUROG3	ZNF496
NEUROG3	ZNF579
NFAT5	NFE2L2
NFAT5	NR3C1
NFAT5	PPARA
NFAT5	PPARG
NFAT5	RELA
NFAT5	SMAD3
NFAT5	STAT1
NFAT5	STAT2
NFAT5	STAT3
NFAT5	STAT4
NFAT5	STAT5A
NFAT5	STAT5B
NFAT5	STAT6
NFAT5	TBP
NFAT5	TP53
NFAT5	TRPS1
NFAT5	ZGLP1
NFATC1	NFATC2
NFATC1	NFATC3
NFATC1	NFATC4
NFATC1	NFKB1
NFATC1	NKX2-3
NFATC1	NKX2-5
NFATC1	NR3C1
NFATC1	NR4A2
NFATC1	PRDM15
NFATC1	RBPJ
NFATC1	RUNX1
NFATC1	RUNX3
NFATC1	SATB1
NFATC1	SOX9
NFATC1	SP7
NFATC1	SPI1
NFATC1	SRF
NFATC1	STAT3
NFATC1	TEAD2
NFATC1	TP53
NFATC1	TRPS1
NFATC1	ZBTB40
NFATC2	NFATC3
NFATC2	NFATC4
NFATC2	NFKB1
NFATC2	NKX2-1
NFATC2	NR2F1
NFATC2	NR2F2
NFATC2	NR4A1
NFATC2	PIN1
NFATC2	PPARD
NFATC2	RELA
NFATC2	RUNX1
NFATC2	SATB1
NFATC2	SATB2
NFATC2	SMAD3
NFATC2	SOX5
NFATC2	SP7
NFATC2	SRF
NFATC2	TFAP4
NFATC3	NFATC4
NFATC3	NKX2-1
NFATC3	SOX10
NFATC3	SRF
NFATC4	NKX2-5
NFATC4	RELA
NFATC4	SOX10
NFATC4	SRF
NFE2	NFE2L1
NFE2	NFE2L2
NFE2	NFE2L3
NFE2	RARG
NFE2	TCF3
NFE2	ZNF148
NFE2L1	NFE2L3
NFE2L1	NRF1
NFE2L2	NFE2L3
NFE2L2	NR1H3
NFE2L2	PPARG
NFE2L2	RARA
NFE2L2	REL
NFE2L2	RELA
NFE2L2	RUNX2
NFE2L2	RXRA
NFE2L2	SP140
NFE2L2	STAT3
NFE2L2	TBP
NFE2L2	TCF20
NFE2L2	TEF
NFE2L2	TP53
NFE2L2	YY1
NFE2L3	RXRG
NFE2L3	ZIC2
NFE4	TFCP2
NFIA	NFIB
NFIA	NFIC
NFIA	NFIX
NFIA	NKX2-1
NFIA	NR3C1
NFIA	PAX2
NFIA	PAX6
NFIA	PAX7
NFIA	PAX8
NFIA	PRDM1
NFIA	RBPJ
NFIA	SMAD3
NFIA	SMAD4
NFIA	SON
NFIA	SOX10
NFIA	SOX15
NFIA	SOX17
NFIA	SOX2
NFIA	SOX5
NFIA	SOX6
NFIA	SOX9
NFIA	SP7
NFIA	TBR1
NFIA	TFAP4
NFIA	TLX2
NFIA	TLX3
NFIA	WT1
NFIA	YY1
NFIA	ZNF326
NFIB	NFIC
NFIB	NFIX
NFIB	NHLH1
NFIB	NR3C1
NFIB	PAX2
NFIB	PAX6
NFIB	PAX7
NFIB	PAX8
NFIB	PRDM1
NFIB	RFX1
NFIB	SOX10
NFIB	SOX15
NFIB	SOX17
NFIB	SOX2
NFIB	SOX5
NFIB	SOX6
NFIB	SOX7
NFIB	SOX9
NFIB	SP7
NFIB	TBR1
NFIB	TLX2
NFIB	TLX3
NFIB	YY1
NFIB	ZNF263
NFIC	NFIX
NFIC	NKX2-1
NFIC	PAX2
NFIC	PAX6
NFIC	PAX7
NFIC	PAX8
NFIC	PRDM1
NFIC	RBPJ
NFIC	RELA
NFIC	RFX1
NFIC	RUNX2
NFIC	SMAD3
NFIC	SOX10
NFIC	SOX15
NFIC	SOX17
NFIC	SOX2
NFIC	SOX3
NFIC	SOX5
NFIC	SOX6
NFIC	SOX9
NFIC	SP7
NFIC	TBR1
NFIC	TEAD2
NFIC	TFAP4
NFIC	TLX1
NFIC	TLX2
NFIC	TLX3
NFIC	TP53
NFIC	YY1
NFIC	ZBTB38
NFIC	ZKSCAN7
NFIL3	NR1D1
NFIL3	TEF
NFIL3	USF1
NFIX	PAX2
NFIX	PAX6
NFIX	PAX7
NFIX	PRDM1
NFIX	RBPJ
NFIX	RFX1
NFIX	SKI
NFIX	SMAD4
NFIX	SOX10
NFIX	SOX15
NFIX	SOX17
NFIX	SOX2
NFIX	SOX5
NFIX	SOX6
NFIX	SP7
NFIX	SRF
NFIX	STAT3
NFIX	TBR1
NFIX	TLX2
NFIX	TLX3
NFIX	TP53
NFIX	ZNF614
NFKB1	NFKB2
NFKB1	NFYC
NFKB1	NKRF
NFKB1	NR2F1
NFKB1	NR3C1
NFKB1	NR4A2
NFKB1	PBX1
NFKB1	POU2F2
NFKB1	PPARG
NFKB1	REL
NFKB1	RELA
NFKB1	RELB
NFKB1	RXRA
NFKB1	SMAD3
NFKB1	SMAD4
NFKB1	SP1
NFKB1	SPI1
NFKB1	SRF
NFKB1	STAT1
NFKB1	STAT3
NFKB1	STAT5A
NFKB1	STAT6
NFKB1	TEAD4
NFKB1	TFAP2A
NFKB1	TP53
NFKB1	TP63
NFKB1	TWIST1
NFKB1	XBP1
NFKB1	YY1
NFKB1	ZBTB16
NFKB1	ZBTB9
NFKB1	ZEB1
NFKB1	ZHX2
NFKB1	ZNF263
NFKB2	NKRF
NFKB2	NR3C1
NFKB2	REL
NFKB2	RELA
NFKB2	RELB
NFKB2	RUNX2
NFKB2	SMAD3
NFKB2	SP1
NFKB2	SPI1
NFKB2	STAT3
NFKB2	TP53
NFKB2	ZHX2
NFX1	NKRF
NFX1	PA2G4
NFX1	YBX1
NFX1	ZNF263
NFX1	ZNF768
NFYA	NFYB
NFYA	NFYC
NFYA	POU3F2
NFYA	SP1
NFYA	SPI1
NFYA	SREBF1
NFYA	SREBF2
NFYA	SRF
NFYA	TP53
NFYA	TP63
NFYA	TP73
NFYA	XBP1
NFYA	YBX3
NFYA	ZHX1
NFYA	ZHX2
NFYB	NFYC
NFYB	NR1D1
NFYB	NR3C1
NFYB	POU3F2
NFYB	PPARG
NFYB	REPIN1
NFYB	RFX5
NFYB	SON
NFYB	SP1
NFYB	SREBF1
NFYB	SREBF2
NFYB	TBP
NFYB	TP53
NFYB	TP73
NFYB	TRPS1
NFYB	USF2
NFYB	XBP1
NFYB	ZGLP1
NFYC	PAX5
NFYC	POU3F2
NFYC	POU6F1
NFYC	REPIN1
NFYC	RFX7
NFYC	SMAD3
NFYC	SP1
NFYC	SP2
NFYC	SREBF1
NFYC	SREBF2
NFYC	TBP
NFYC	TBPL2
NFYC	TFCP2
NFYC	TP53
NFYC	TP73
NFYC	TRPS1
NFYC	USF3
NFYC	XBP1
NFYC	YBX1
NFYC	ZGLP1
NHLH1	NKRF
NHLH1	TBR1
NHLH1	TCF12
NHLH1	TCF3
NHLH1	TCF4
NHLH1	ZBTB21
NHLH2	TCF12
NHLH2	TCF3
NHLH2	TCF4
NKRF	NR2C2
NKRF	REL
NKRF	RELA
NKRF	SOX2
NKRF	ZBTB2
NKRF	ZNF346
NKRF	ZNF668
NKX1-2	RHOXF2
NKX2-1	NR5A1
NKX2-1	OVOL2
NKX2-1	PAX8
NKX2-1	PHOX2B
NKX2-1	RARA
NKX2-1	RELA
NKX2-1	RUNX1
NKX2-1	SATB2
NKX2-1	SMAD3
NKX2-1	SOX10
NKX2-1	SOX9
NKX2-1	SPDEF
NKX2-1	SREBF2
NKX2-1	SRY
NKX2-1	STAT1
NKX2-1	TCF20
NKX2-1	TCF7L2
NKX2-1	TEAD1
NKX2-1	TFCP2
NKX2-1	ZFHX3
NKX2-1	ZNF384
NKX2-2	PDX1
NKX2-2	POU1F1
NKX2-3	ZNF212
NKX2-4	NOTO
NKX2-5	RBPJ
NKX2-5	SHOX
NKX2-5	SMAD4
NKX2-5	SRF
NKX2-5	TBX20
NKX2-5	TBX3
NKX2-5	TBX5
NKX2-5	ZFHX3
NKX2-5	ZSCAN1
NKX3-1	NR3C1
NKX3-1	RARG
NKX3-1	SAFB
NKX3-1	SP1
NKX3-1	SP2
NKX3-1	SP3
NKX3-1	SP4
NKX3-1	SP5
NKX3-1	SPDEF
NKX3-1	SRF
NKX3-1	TOPORS
NKX3-1	YY1
NKX3-1	ZNF655
NKX3-2	SMAD1
NKX3-2	SMAD4
NKX3-2	SOX6
NKX6-1	RBPJ
NKX6-1	RFX6
NKX6-2	RBPJ
NKX6-2	RFX6
NME2	POU5F1
NME2	RORA
NME2	YBX1
NME2	ZNF843
NPAS1	NPAS2
NPAS2	NPAS3
NPAS2	NPAS4
NPAS2	NR1H2
NPAS2	RARA
NPAS2	RHOXF1
NPAS2	RORC
NPAS2	RXRA
NPAS3	NPAS4
NPAS3	TP53
NR0B1	NR1I3
NR0B1	NR3C1
NR0B1	NR5A1
NR0B1	NR5A2
NR0B1	PGR
NR0B1	POU5F1
NR0B1	PPARG
NR0B1	RORA
NR0B1	RXRA
NR0B1	SALL4
NR0B1	SOX9
NR0B1	SREBF1
NR0B1	TFCP2
NR0B1	TFCP2L1
NR0B1	WT1
NR0B1	ZIC3
NR1D1	NR1D2
NR1D1	NR2E3
NR1D1	NRL
NR1D1	ONECUT1
NR1D1	RORA
NR1D1	TFCP2
NR1D2	NR1H2
NR1D2	NR1H3
NR1D2	NR1H4
NR1D2	REST
NR1D2	RORC
NR1D2	SATB2
NR1D2	THRA
NR1D2	THRB
NR1D2	ZNF587
NR1D2	ZNF703
NR1H2	NR1H3
NR1H2	NR1H4
NR1H2	PPARA
NR1H2	PPARD
NR1H2	PPARG
NR1H2	RARA
NR1H2	RXRA
NR1H2	RXRB
NR1H2	RXRG
NR1H2	SREBF1
NR1H2	STAT1
NR1H3	NR1H4
NR1H3	NR3C1
NR1H3	NR5A1
NR1H3	NR5A2
NR1H3	POU3F2
NR1H3	PPARA
NR1H3	PPARD
NR1H3	PPARG
NR1H3	PRMT3
NR1H3	RXRA
NR1H3	RXRB
NR1H3	RXRG
NR1H3	SREBF1
NR1H3	STAT1
NR1H3	ZIC2
NR1H4	NR1I2
NR1H4	NR5A2
NR1H4	PPARD
NR1H4	PPARG
NR1H4	RARA
NR1H4	RELA
NR1H4	RXRA
NR1H4	RXRB
NR1H4	RXRG
NR1H4	SREBF2
NR1I2	NR5A2
NR1I2	POU1F1
NR1I2	RBCK1
NR1I2	RXRA
NR1I2	RXRB
NR1I2	RXRG
NR1I2	SPEN
NR1I2	TP53
NR1I3	POU1F1
NR1I3	RXRA
NR1I3	RXRG
NR1I3	SPEN
NR2C1	NR2C2
NR2C1	RARA
NR2C1	SOX2
NR2C2	NR2F2
NR2C2	PA2G4
NR2C2	PATZ1
NR2C2	PRMT3
NR2C2	RBCK1
NR2C2	RREB1
NR2C2	SAFB
NR2C2	SAFB2
NR2C2	SON
NR2C2	SOX2
NR2C2	SOX6
NR2C2	SP2
NR2C2	STAT1
NR2C2	STAT3
NR2C2	STAT5A
NR2C2	TBPL1
NR2C2	THAP11
NR2C2	TTF1
NR2C2	WT1
NR2C2	YBX1
NR2C2	YY1
NR2C2	ZNF148
NR2C2	ZNF326
NR2C2	ZNF512
NR2C2	ZNF546
NR2C2	ZNF609
NR2C2	ZNF687
NR2E1	REST
NR2E1	SP1
NR2E1	YBX1
NR2E3	NR3C1
NR2E3	NRL
NR2E3	RARA
NR2E3	RORA
NR2E3	RXRA
NR2F1	NR2F2
NR2F1	POU2F1
NR2F1	POU2F2
NR2F1	SATB1
NR2F1	SATB2
NR2F1	SOX5
NR2F1	SP1
NR2F1	TEAD2
NR2F1	TFAP4
NR2F1	YY1
NR2F1	ZFPM2
NR2F1	ZNF609
NR2F2	NR2F6
NR2F2	NR3C1
NR2F2	POU5F1
NR2F2	PPARA
NR2F2	PROX1
NR2F2	RBPJ
NR2F2	SALL2
NR2F2	SATB1
NR2F2	SATB2
NR2F2	SMAD4
NR2F2	SOX18
NR2F2	SOX5
NR2F2	TEAD2
NR2F2	TFAP4
NR2F2	YY1
NR2F2	ZFPM2
NR2F6	NR3C1
NR2F6	RARG
NR2F6	RXRA
NR2F6	RXRG
NR2F6	TFAP4
NR2F6	THRB
NR2F6	ZNF609
NR3C1	NR3C2
NR3C1	NR4A1
NR3C1	NR4A3
NR3C1	NR5A1
NR3C1	ONECUT1
NR3C1	PBX1
NR3C1	PGR
NR3C1	POU1F1
